actual_value	predicted_value
-1.4836505200000172	-1.4523525
-1.6082296800000133	-1.5270346
-0.065371230000002	-0.29424563
-0.1659387200000051	0.040247895
-0.2571893400000018	-0.11772535
-0.3009686800000022	-0.32116362
-0.16416111999997973	-0.08742796
-0.8548695700000035	-0.7486249
-0.317088189999998	-0.36574233
-0.27825872000000196	-0.27051818
-0.2945810300000087	-0.2992404
-0.8031397700000067	-0.8554077
-0.09343903999999803	-0.0036622472
-0.19550066000001287	-0.13658631
-1.7155198299999963	-1.3871275
0.1310339900000006	0.062972516
0.4427233300000015	0.10678277
-1.7007085600000007	-1.7737628
0.03452605000001974	0.020042308
-0.39349571999999533	-0.47589195
-2.2034873000000257	-1.9811782
-0.730491280000015	-0.7680521
-0.12282774000001062	-1.9139085
-1.405728330000036	-1.4543221
-0.592153829999992	-0.5300421
-0.1534775500000105	-0.15192108
-1.1984337300000245	-1.0729605
-1.9389747100000019	-1.478763
-0.3693791000000015	-0.005099289
-0.9621493400000158	-0.8657907
-1.58150563999998	-1.6057428
-0.525162259999993	-0.55875444
-0.27749869000000693	-0.39906588
-0.4864851299999966	-0.63087934
-0.07429885999999009	-0.32599476
-0.05005102000000328	-0.085277595
-2.0211754999999894	-1.125303
-0.6660513600000026	-0.59580666
-0.9253366399999887	-1.2454329
-0.44759610999999744	-0.33877346
-1.4178484399999913	-1.5319593
-0.15403731000000498	-0.09309231
-0.23431995000000505	-0.27650356
-0.6830313799999939	-0.4438712
-0.08598632000000173	-0.16054532
-1.796329960000028	-1.5057749
-0.15269503000000206	0.020463921
-0.07583797000000025	-0.08204961
-2.219964810000013	-2.3212774
-1.5492112900000077	-1.5116873
-0.1192965800000021	-0.256232
-0.27767676999999047	-0.04462333
-0.11485532000000198	-0.13685067
-0.1640870300000099	-0.12785472
-1.42447968000001	-1.2884643
-1.079702899999992	-0.9732517
-0.8162843699999964	-0.5126481
-0.5912597399999893	-0.42600355
-0.10933218999999461	0.0045134425
-1.177778629999997	-0.9598775
-0.2756044400000004	-0.32829598
-1.128354050000004	-1.0510399
-0.08223704000001497	-0.32854673
-1.252198969999986	-1.2582384
-1.573757989999999	-1.5017356
-1.3329858100000163	-1.3325613
-0.07655946000001812	-0.061526574
-0.33207846999999013	-0.32804486
0.013298490000019925	-0.82001674
0.2680071499999972	0.050070144
-1.5562047000000145	-1.4205151
-0.1815726500000121	-0.01945319
-2.214541940000009	-2.210812
-1.326107900000002	-1.3949445
-1.7895041599999981	-1.4841108
-1.1861821499999987	-1.4830819
-1.8473801899999867	-1.8372225
-0.2132703299999985	-0.12903205
-0.02213879000000496	-0.08599769
-0.28235624999999764	-0.30216372
-1.2249874200000104	-1.40328
-0.3774513399999986	-0.78756773
-0.01227288999998244	-0.14853957
-0.43212060000000996	-0.54874605
-0.0843339600000288	-0.099765554
-0.003697000000007833	-0.011735931
-2.0123764699999835	-1.6736959
-0.7390577499999917	-0.5892943
-0.1812426800000022	-0.17525929
-2.1934364900000016	-2.1303456
-0.545001229999988	-0.47258595
-0.1325224099999982	-0.066852584
-1.4922128200000113	-1.61353
-1.0820150199999912	-1.8948698
-0.012002950000001178	-0.008352093
-0.03399595000001021	-0.16114426
-0.010916460000009565	-0.047904518
-0.7144455499999989	-0.10360132
-0.7107523299999965	-0.5122143
-0.00673830999999403	-0.091935754
-0.5481733799999997	-0.5198505
-0.0461682000000021	-0.029854279
-0.040025509999983555	-0.14727344
-0.6637981800000059	-0.54023975
-0.3424340499999996	-0.36720943
-0.6035281700000237	-0.4196096
-1.646439209999988	-1.5543723
-0.8531886000000011	-0.8210639
-0.36309158000000785	-0.2909498
-0.34526572000000577	-0.39036694
-2.2865342999999907	-2.095345
-0.6723295299999972	-0.5187936
-0.16211061000000448	-0.0844607
-0.9970338000000023	-0.99354446
-1.0410627200000047	-1.0775836
-1.2247609199999854	-1.0470077
-0.33039825000000356	-0.40017802
-1.2237444499999892	-1.1637495
-0.5290544199999996	-0.43098208
-0.5334081100000017	-0.5962924
-0.8226999899999807	-0.776543
-0.10091930999998588	-0.24935392
-0.024883359999995136	-0.07316572
0.1122118099999998	0.06797694
-0.9479289499999961	-1.8971801
-0.8213425999999995	-1.3928514
-0.06873797999999987	-0.06865863
-1.3713102800000012	-1.3529783
-0.1845730600000106	-0.16314644
-1.6919163999999878	-1.7100888
-1.2342243499999963	-1.4703705
-0.9800380699999973	-1.0472275
-1.9041755599999899	-1.9526626
-0.3543110899999977	-0.103642404
-2.203171490000008	-2.0284467
-1.0004337999999873	-1.0539504
-0.9693940299999948	-0.67269653
-0.0753022699999999	-0.085860446
-0.07224198000002069	-0.25047764
-0.0017688100000068374	-0.06850086
-1.6047772899999924	-1.7668041
-0.33228892000000165	-0.34908274
-1.0906102599999965	-1.1341587
-1.1611291299999973	-1.0825914
-0.5035944999999966	-0.47709605
-1.368829840000009	-1.328672
-0.582654210000003	-0.60686135
-0.6634476099999969	-0.71244776
-0.15473565000001166	-0.20697644
0.0101679400000112	0.04127752
-0.4269027999999846	-0.28800058
-0.01995168000000369	-0.016725093
-1.768569140000002	-1.6723464
-0.2618480500000029	-0.35156423
-0.8792004500000044	-0.8880984
-0.6597474999999999	-1.0491992
-0.35210375999999677	-0.28502548
-0.03412200000000176	0.053391114
0.1815569499999956	0.06421867
-0.14867717000000447	-0.11910341
-0.3111997100000021	-0.18560773
-0.43759910999999896	-0.33896494
-0.04841931999999893	0.033626527
-0.5375001800000003	-0.38218424
-0.12831148999999265	-0.1471924
-0.4499508200000175	-0.3476685
0.04234250999999212	-0.060520258
-2.1057580300000094	-1.9254184
-0.14885484999999754	-0.084214695
-1.5427771600000053	-1.5053488
-1.4007139599999814	-1.2715324
-0.2640730900000019	-0.9561596
-1.4706419300000046	-1.8486289
-0.5366250400000094	-0.7801074
-1.4785427800000033	-1.3379258
-1.1681348400000129	-1.279644
-0.2160146399999885	-0.15189195
-1.2628636400000115	-1.3672892
-0.1481244700000044	-0.047720492
-0.26411745999998537	-0.33482978
-0.0004499199999852266	0.019235916
-0.7365432500000022	-0.66359544
-0.20640788000001997	-0.34863925
-1.4740079699999935	-1.2599542
-0.4372672800000057	-0.29186156
-0.015161730000007978	-0.16208394
-0.5757532699999981	-0.56453556
-0.3210053000000084	-0.18937585
-1.0750554200000035	-0.4977811
-1.1539927500000058	-0.57211554
-0.8398718400000202	-0.8876573
-0.8685572399999639	-1.3376881
-0.3282610399999921	-0.14840311
-0.8271601600000107	-0.61607593
0.04740003999999409	0.05814171
-1.750331049999991	-1.8292408
-1.5654838599999916	-1.3999836
-1.956725429999997	-1.9860485
-0.3633741799999992	-0.41144058
-2.065548880000014	-1.926974
-0.9901432299999922	-1.1428818
-0.26557554999999944	-0.3836432
-1.548689709999982	-1.5987742
-0.7270519600000025	-0.5323565
-0.9261036399999991	-0.92403513
-0.7115676799999999	-0.69328314
-1.488652199999981	-1.4723957
-0.012863999999998654	0.043657005
-0.36944702000000085	-0.35259143
-1.417598110000002	-1.3694986
-1.6140575200000082	-1.5748272
-0.18383834999999316	-0.22198921
-1.4141941999999883	-1.9225814
-0.8067956099999858	-0.8498082
-1.7976876100000023	-1.7322391
-0.0040208500000087355	0.021283343
0.0017561299999986346	-0.110812925
0.1295873499999889	-0.48521477
0.6335852599999985	0.42075765
-0.3177425400000029	-0.39428914
-1.6103069800000096	-1.7073171
-1.3036850200000085	-1.5054114
-0.008896479999995321	-0.08556457
-0.26218944000003397	-0.2983794
-0.9956884699999957	-0.8973279
-0.2663797100000149	-0.6565261
-0.9672293399999798	-1.1584669
0.1127199199999982	0.0736843
-0.34507909000000403	-0.19484892
-0.6400374199999899	-0.7030194
-0.03299342999999588	-0.019777473
-1.0362476499999982	-1.1819859
-1.7362043000000167	-1.7492379
-0.0947131699999968	-0.1651451
0.01710821000001239	0.016354285
-1.927476469999979	-1.8346894
-0.6195775300000061	-0.91494733
-0.08282272000000113	-0.16371042
-1.5066298299999996	-1.6481607
-0.8788849199999813	-0.9507455
-0.7503842000000045	-0.6565422
-0.6888225499999887	-0.6992955
-1.2546886499999825	-1.2154064
-0.3885408500000036	-0.25932032
-0.45687239000000623	-0.5248773
-2.2416887300000123	-2.1821177
0.0629728200000077	-0.17028901
-0.4843990800000082	-0.54413545
-0.1739206599999985	0.025645368
-0.41713231999999856	-0.58849394
-0.16628783999998653	-0.7594457
0.2207097299999905	-0.49619132
-0.32767098999999966	-0.4156701
-0.6628251600000024	-0.80306697
-0.4071650600000023	-0.44012645
-1.9337567700000218	-1.3656596
-0.5144411999999843	-0.45937863
-0.16413354999999363	-0.06964476
-0.6025382500000003	-0.34782737
-0.13794375999998998	-0.07207054
-0.054306699999996155	-0.15068564
-0.9047888699999955	-0.8700988
-0.44102706000000147	-0.2695965
-1.6964311599999657	-1.7777442
0.0055402000000217555	-0.9730195
-1.6896761700000038	-1.7695885
-0.4668848800000287	-0.56333464
-0.6700775099999898	-0.6546247
-0.8380647599999858	-0.5028297
-0.3762818799999845	-0.70311856
-0.0023539900000084657	-0.05637482
-0.15528007000002297	-0.25638157
-1.553059689999989	-1.7221652
-0.44464210000000115	-0.41652185
-0.6646084899999973	-0.6071391
-0.6841637900000048	-0.5611815
-0.7357899099999852	-0.77125263
-0.0643796999999946	-0.06636781
-1.0670710900000042	-0.90722424
-0.8339084699999741	-0.9152561
-0.4634334199999923	-0.40100646
-0.11288041000000071	-0.16952887
0.14682934999999908	0.1314356
-0.35435751000000515	-0.42927063
0.22108988000000274	0.10073193
-0.08811307999999052	-0.09474864
-1.566072800000006	-1.6823281
0.02899806999999477	0.020528324
-2.433786109999991	-1.844378
-0.8919479799999888	-1.1238444
-1.7227881700000207	-1.9072778
-0.27779494999999876	-0.26436248
-0.3094665999999986	-0.2821441
-0.4708707400000005	-1.0115026
-1.509243990000007	-1.8618034
-0.032208899999998764	-0.14368542
-1.3820481899999972	-1.3896049
-0.026053190000004278	-0.14662838
-1.2807242700000128	-1.3556474
0.19011200000000805	0.077585496
-1.8406911400000379	-1.7643373
-0.10000414000000113	-0.048933424
0.1442858499999975	0.062616736
-0.0775365699999977	-0.03451149
-0.061426040000005955	-0.03249966
-0.3080934399999986	-0.47115433
0.02499746000001757	-0.19502574
-1.4395748100000016	-1.3508139
-0.3657394999999948	-0.3167212
-1.7648028700000022	-1.5540428
0.15296256000000064	0.1524018
-1.335808869999985	-1.384819
-0.5681054200000002	-0.6317319
-0.48604398999999	-0.4403377
-0.3065228900000019	-0.31863734
-0.10667591999997761	-0.4021593
-1.62138127000002	-1.7372947
-0.19524922999999283	-0.29592475
-0.7547259700000009	-0.73094034
-0.8813830799999973	-0.9581597
-0.3461094199999959	-0.2917873
-0.6216142000000016	-0.46084464
-1.9675794399999997	-1.8907571
-0.3923850199999972	-0.4037411
0.03560970999999746	-0.0006374605
-0.4980523800000096	-0.42273313
-0.1633718400000017	0.06380715
-0.4718952000000112	-0.45934215
-1.1570326999999931	-1.1444106
-0.9364300199999942	-1.1230419
-1.9222812300000012	-1.7872235
-0.646911940000015	-0.5682544
0.007350259999990172	-0.027637502
-1.5089214099999904	-1.3530632
-1.491469059999977	-1.4081986
-0.4179589100000012	-0.5894037
-0.08666819999998232	-0.053181477
-1.1457493599999875	-1.2480468
-0.17532894999999904	-0.22983292
-1.2915459300000034	-1.3488489
-1.36281612999999	-1.2882216
-0.40258457000000014	-0.43589377
-0.3031089899999895	-0.391588
-1.8080519000000006	-1.827579
-0.622386440000005	-0.80025077
-0.5111795400000059	-0.15231432
-0.2787664699999848	-0.16130883
-1.3063308099999968	-1.4437387
-1.8546416000000274	-1.6941094
-0.6851427399999945	-0.78611034
-0.3577953800000184	-0.48123172
-0.39684998000000427	-0.3497253
-1.1900596400000065	-1.2530284
0.36590288999998144	0.03916569
-1.3804622599999927	-1.4445333
-1.3348627600000125	-1.0978252
-0.02101047999999217	0.042792745
0.5524663999999948	0.6307658
-2.1934112799999834	-2.072683
-1.1758254700000048	-1.074874
-0.1598429699999908	-0.29540643
-0.012788639999987694	0.06499399
-1.1320029600000137	-1.1127394
-0.009028530000000146	-0.04613427
-0.3955030899999965	-0.40412503
-0.5371149699999958	-0.42971632
-1.9671280899999797	-2.0307338
-0.20200285999999856	-0.2610846
-1.1762578400000105	-1.2361364
-1.6464079799999833	-1.6357467
-0.037201099999995435	-0.050218143
-0.2168309100000183	-0.6409184
-0.7917770399999906	-0.74520093
-0.6477974000000071	-0.5890445
0.062104760000000425	-0.12544267
-1.5005108200000077	-0.09785081
-0.831778230000003	-0.7116919
0.09467561999999852	0.09877161
-0.2484178000000039	-0.31607568
-1.1073901300000042	-0.9856577
-0.4549974600000066	-0.43012214
-0.8176222499999906	-0.9168168
-0.6481351199999974	-0.6322209
-0.24478143999998814	-0.416825
0.4649889400000067	0.13259971
-1.9404736600000003	-1.8178627
-1.3765504399999937	-1.2968826
-0.5948312500000039	-0.49182066
-0.08599683999999819	-0.13671121
-1.2418990099999885	-1.1646345
-1.6536154699999965	-1.3929479
-0.15241615999999247	-0.2075752
-2.0340305100000275	-1.300164
-0.6390604600000156	-0.43587774
-0.07630375999999295	-0.109112665
-0.3500864800000034	-0.43340936
-0.11910542999999585	-0.12345049
-0.2209785799999846	-0.22174835
-0.061370219999991704	-0.053003255
0.00025284999999009017	0.10223762
-1.609742729999999	-1.7449621
-0.5089207199999972	-0.5139525
-1.2333926499999759	-1.4536213
-0.24239116000003058	-0.22893474
-0.6182572699999778	-0.8363027
-0.32036817000000006	-0.11975849
-2.0043273300000006	-2.0475388
-1.8210462700000019	-1.6383827
-0.27523060000000577	-0.2795899
-1.950037039999975	-1.8916018
-1.447347859999999	-1.4079756
-0.0538867199999995	-0.18563548
-0.7757255400000016	-0.5986198
-0.21114936000001272	-0.10631217
-0.027198140000015414	-0.02845341
-0.28621812000000624	-0.26256707
-0.5306024300000072	-0.44006824
-0.01289749999999934	-0.14389446
-2.0880019699999846	-1.9542788
-0.05586749000000246	-0.16994196
-1.5781573199999936	-1.582732
-1.2554311599999917	-1.5216881
0.14124093999999765	-0.22558379
-0.3573532199999985	-0.39598197
-1.284601499999999	-1.2382034
-0.6339712900000247	-0.51857185
-0.5004177399999943	-0.54583675
-0.10877746000000421	-0.07146166
-0.23864078999999627	-0.3010328
-0.29990211999998984	-0.2212717
0.41513900000000525	0.18694887
-1.5476346099999798	-1.6817489
-0.6349198400000002	-0.44363353
-1.6796318200000169	-1.5969813
-0.36699984999999025	-0.37661636
-0.2551014800000271	-0.2909293
0.009012569999997666	0.09480206
-1.3241291300000082	-1.4270152
-0.25371762999997394	-0.2470336
0.006333629999980772	0.073923476
-1.4635271900000273	-1.5159252
-1.1151345700000004	-1.3703532
-0.2995460500000231	-0.40207136
-1.875467160000019	-1.8061272
-0.6777072899999919	-0.9351895
-2.1832669699999965	-2.0537813
-1.3870066999999917	-1.1200459
-0.6656869000000167	-0.45674998
-0.16249743000000016	-0.09297709
-0.03152923000000918	-0.006902974
-0.31664080999998667	-0.51357204
-0.9466450399999982	-1.2099917
-0.9449096800000003	-0.9348825
-0.4675832600000174	-0.5481857
-0.1695788000000018	-0.2463403
0.051519479999990736	0.056405813
-0.5331717800000089	-0.50695044
-0.0982618099999879	-0.15018821
-1.57208535	-1.5036997
0.14133984999998894	0.16170275
-0.059747330000012866	-0.22025943
-0.012999209999994932	0.021643303
-1.4387883200000058	-1.5494407
-2.6755704600000083	-1.9314715
0.04330925999999913	0.07414072
-0.0017461899999968722	-0.19531998
-0.2673489300000025	-0.27717164
-0.5336404600000062	-0.52173793
-1.7309915100000008	-1.6387316
-1.1672215200000178	-0.99575555
-1.0347080499999972	-0.9279779
-0.2920729799999915	-0.2811233
-0.20804167999999912	-0.16299666
-0.1654740599999993	-0.13706732
0.31455253000000916	0.21099114
-0.2881939600000063	-0.29856557
-0.17011747999997873	-0.3231509
-0.3319529500000069	-0.4208758
-0.6780322000000094	-0.4681398
-1.1856245500000195	-1.3561339
0.038647939999998826	0.05853188
-0.289145710000005	-0.31041902
-0.8532402800000138	-0.3205547
-0.015773559999997744	-0.009317201
-0.4079968699999963	-0.4278549
-1.0971506299999785	-1.0417447
-2.176855839999993	-1.6891536
-1.4747740700000005	-1.6201253
-0.4361787399999937	-0.3414219
-0.5090233499999979	-0.7226816
-0.18210080999999612	-0.1778391
-0.5075837399999994	-0.3937468
-1.2146207700000016	-1.2434528
-0.9275027199999979	-0.9529136
-0.18686853000000347	-0.29923433
-0.7491026400000091	-0.733222
-0.723898910000008	-0.30801287
0.2059834300000123	0.10557913
-0.38543255000000975	-0.35156944
-0.422779370000006	-0.2904748
-0.37520943999999723	-0.35712558
-1.6465852199999969	-1.6592616
-0.014360220000005697	-0.054452665
-0.5817519299999869	-0.4792687
0.08308088999999974	0.16132477
0.001961650000000148	0.099967144
-0.45889135999998665	-0.49178502
-0.5215775900000121	-0.6851704
-0.9077718199999847	-0.96700794
-1.4195609600000036	-1.4066898
-0.992117249999998	-0.96134925
-0.39404067000000076	-0.2949579
-0.094600479999988	-0.38683787
-1.9561601400000281	-1.8043813
-0.7890059100000055	-1.5733789
0.09638107999999512	-0.18705899
-0.6229127200000075	-0.61913884
-1.655091600000011	-1.5737591
-0.18553406000000727	-0.07286425
-0.5664142999999964	-0.66973877
-0.2978949500000194	-0.32317394
-0.7165096700000131	-0.78708375
-0.08668948000000931	-0.12239286
-0.299503050000018	-0.34576204
-0.6692356999999998	-0.46614197
-1.5069650400000025	-1.4758635
-0.1718237800000022	-0.34242243
-0.5869120699999879	-0.36351886
-0.1449351700000019	-0.16971871
0.020949570000007967	-0.049085148
-0.1689867599999939	0.005520284
-0.005353360000006191	0.010140099
-0.481059390000004	-0.41057295
-0.023892719999983214	0.049978055
-1.9795209700000154	-1.7724731
0.036595380000003175	0.056967884
-1.942629529999996	-1.49885
-0.002434139999982321	-0.35725707
-2.2135472300000085	-1.9050293
-0.12571913000000556	0.17932975
-1.0845741400000062	-0.9566232
-2.1635960100000116	-2.091635
-0.5030202699999986	-0.5566414
-0.3686384299999954	-0.40670907
-1.4689291400000055	-1.5123357
-1.498003400000007	-1.5662494
-0.0008659500000103293	0.021252416
-0.057200039999989016	-0.06460773
-1.0497147300000105	-1.2817534
-1.1054431100000013	-1.2386279
-0.3972342000000051	-0.4212903
0.004511410000000993	0.04533516
-0.32354436000000497	-0.34341744
-0.2929315300000095	-0.30804914
-1.10179236000001	-1.0976868
-1.2024692499999983	-1.0385532
-0.34936762000000066	-0.3906642
-1.2045474300000105	-1.2224138
-0.018114850000008786	-1.7570018
-0.6655915299999915	-0.55393666
-1.8667751400000068	-1.8604351
-1.5386839999999804	-1.6905644
-0.8839138199999663	-0.8578213
-0.584734569999986	-0.36871332
-0.9114865400000038	-1.0384719
-1.5423388499999842	-1.5498039
-0.16698482000000148	-0.1457824
-0.1767209600000026	-0.0519769
-0.6089951699999769	-0.52590257
-0.27856729000000335	-0.21126693
-0.004545009999999294	-0.043817572
-0.31641294000001174	-0.28440085
-1.2250791400000107	-1.4150653
-1.5548193700000095	-1.6189611
-1.5454461499999947	-1.4121234
-0.5926673600000019	-0.51504594
-0.13359444999999504	0.044347614
-0.017311160000010872	-0.007165134
-1.76911666	-1.5885577
-0.4528130499999943	-0.55299044
0.029999789999985538	-0.045711685
-1.271734960000023	-1.292416
-0.9809294400000024	-1.013357
-0.77492464	-0.84285283
-0.33401883999998994	-0.38459262
-0.7009621000000035	-0.692942
-1.1776371399999928	-1.0533133
-0.43389676000002986	-0.5108951
-1.396309829999998	-1.612464
-0.020478039999998643	0.00013813749
-1.9472143799999966	-1.9145577
-0.10495268000001623	-0.30671448
-1.6751546899999905	-0.88256764
0.5852456300000117	0.12677878
-0.017677830000016215	0.013811715
-0.4122016500000054	-0.24537581
-0.4428012900000251	-0.40527993
-0.018973909999990823	-0.01956901
-0.04221991000001957	-0.038147315
